"GC EI Compounds ID"	"Structure"	"TIC Sum"	"Name"	"RT in min"	"Reference mz"	"Avg TIC"	"NIST Lib Hit Formula"	"NIST Theo Mol Mass"	"NIST Observed Mol Mass"	"Area Max"	"MS Depth"	"Total Score"	"HRF Score"	"RHRF Score"	"SI"	"RSI"	"Calculated RI"	"RI Delta"	"MS2"	"Calc MW"	"Checked"	"Tags"	"Area Genuine_1raw F1"	"Area Genuine_2raw F2"	"Area Genuine_3raw F3"	"Area Suspect_1raw F4"	"Area Suspect_2raw F5"	"Area Suspect_3raw F6"	"Gap Status Genuine_1raw F1"	"Gap Status Genuine_2raw F2"	"Gap Status Genuine_3raw F3"	"Gap Status Suspect_1raw F4"	"Gap Status Suspect_2raw F5"	"Gap Status Suspect_3raw F6"	"Gap Fill Status Genuine_1raw F1"	"Gap Fill Status Genuine_2raw F2"	"Gap Fill Status Genuine_3raw F3"	"Gap Fill Status Suspect_1raw F4"	"Gap Fill Status Suspect_2raw F5"	"Gap Fill Status Suspect_3raw F6"
"11"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:33 2024 (hash=7c82a4e4); 16 18  0  0  0  0  0  0  0  0  0;    0.4438   -0.1210    0.0000 N   0  0  0     0  3  0  0  0  0;   -0.4035   -0.1210    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6455    0.6859    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8473   -0.7666    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6455    0.6455    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.8876   -0.7666    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.0403    1.1297    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4121    0.3631    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6455    1.4524    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.1700   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.1297    1.3314    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.0403    1.9769    0.0000 O   0  0  0     0  2  0  0  0  0;    1.8962    1.0086    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4524    1.6945    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.8962    0.2824    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.8962    1.0893    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  2  5  1  0  0  0  0;  2  6  2  0  0  0  0;  3  7  1  0  0  0  0;  3  8  1  0  0  0  0;  3  9  1  0  0  0  0;  5 10  1  0  0  0  0;  5 11  1  0  0  0  0;  5  7  1  0  0  0  0;  7 12  2  0  0  0  0;  8 13  2  0  0  0  0;  9 14  1  0  0  0  0; 10 15  1  0  0  0  0; 11 16  1  0  0  0  0; 13 14  1  0  0  0  0; 15 16  1  0  0  0  0;$$$$"	"1756005"	"N-Hydroxy-12-azadispiro(4,1,4,2)tridec-8-ene-6,13-dione"	"2.231"	"164.96646"	"292668"	"C12 H15 N O3"	"221.10464"	""	"141268"	"1"	"82.1"	"72.0"	"86.7"	"662"	"867"	""	""	"NoMSn"	"534.97192"	"False"	""	"63878"	" 50590"	" 59460"	" 141268"	" 42173"	" 43208"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"12"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:44 2024 (hash=d13e41b5);  5  4  0  0  0  0  0  0  0  0  0;   -0.8120    0.6090    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.6090    0.0000 Si  0  0  0     0  4  0  0  0  0;    0.0000   -0.2030    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.4210    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8120    0.6090    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;$$$$"	"7255662"	"Silanol, trimethyl-"	"2.410"	"74.99104"	"1209277"	"C3 H10 O Si"	"90.04954"	""	"174955"	"1"	"96.3"	"94.6"	"96.4"	"925"	"943"	""	""	"NoMSn"	"75.06123"	"False"	""	"128563"	" 109835"	" 174955"	" 84609"	" 108653"	" 127503"	"No gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	"1"	" 128"	" 128"	" 128"	" 1"	" 1"
"13"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:44 2024 (hash=44bdb60b);  8  7  0  0  0  0  0  0  0  0  0;    0.6948    0.4087    0.0000 S   0  0  0     0  4  0  0  0  0;    0.6948    1.1852    0.0000 O   0  0  0     0  2  0  0  0  0;    0.0000   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4305   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6948    0.4087    0.0000 S   0  0  0     0  2  0  0  0  0;   -1.4305   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1252    0.4087    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1252    0.4087    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  3  5  1  0  0  0  0;  4  8  1  0  0  0  0;  5  6  1  0  0  0  0;  6  7  1  0  0  0  0;$$$$"	"5721606"	"(((Ethylsulfanyl)methyl)sulfinyl)ethane"	"2.415"	"327.96552"	"953601"	"C5 H12 O S2"	"152.03241"	""	"536526"	"1"	"87.6"	"83.2"	"91.9"	"715"	"889"	""	""	"NoMSn"	"75.06133"	"False"	""	"411948"	" 441174"	" 181311"	" 195380"	" 332653"	" 536526"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"14"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:44 2024 (hash=d13e41b5);  5  4  0  0  0  0  0  0  0  0  0;   -0.8120    0.6090    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.6090    0.0000 Si  0  0  0     0  4  0  0  0  0;    0.0000   -0.2030    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.4210    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8120    0.6090    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;$$$$"	"4594551"	"Silanol, trimethyl-"	"2.410"	"343.01450"	"765758"	"C3 H10 O Si"	"90.04954"	""	"482701"	"1"	"85.6"	"80.6"	"95.6"	"669"	"938"	""	""	"NoMSn"	"75.06139"	"False"	""	"214672"	" 443959"	" 149535"	" 347678"	" 199987"	" 482701"	"Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 1"	" 128"	" 128"	" 128"	" 128"
"15"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:44 2024 (hash=bb156051);  7  6  0  0  0  0  0  0  0  0  0;   -1.5047    0.5694    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6507    0.5694    0.0000 Si  0  0  0     0  4  0  0  0  0;   -0.6507   -0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;    0.1627    0.5694    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6507    1.3827    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7320   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    1.5454   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;  4  6  1  0  0  0  0;  6  7  1  0  0  0  0;$$$$"	"4700622"	"Ethanol, 2-(trimethylsilyl)-"	"2.415"	"429.08875"	"783437"	"C5 H14 O Si"	"118.08084"	""	"667707"	"1"	"87.9"	"83.5"	"96.3"	"721"	"993"	""	""	"NoMSn"	"429.08929"	"False"	""	"476064"	" 667707"	" 326006"	" 331613"	" 505006"	" 305304"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"16"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:51 2024 (hash=9db34d9e); 30 30  0  0  0  0  0  0  0  0  0;    0.6506   -1.0165    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6506   -0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;    4.9606   -0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;    4.2287    0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.5781   -0.2033    0.0000 N   0  0  0     0  3  0  0  0  0;   -2.8869    0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000   -1.4231    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.2440    0.0000 C   0  0  0     0  0  0  0  0  0;    1.3825    0.2033    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6912   -1.0165    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6912   -0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.9758    0.0000 O   0  0  0     0  2  0  0  0  0;    2.0737   -0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4231    0.2440    0.0000 O   0  0  0     0  2  0  0  0  0;    0.6506    1.3825    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1143   -0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;    1.3825    0.9758    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0737    1.3825    0.0000 N   0  0  0     0  3  0  0  0  0;    2.8056    0.9758    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0737    2.2363    0.0000 C   0  0  0     0  0  0  0  0  0;    3.5375    1.3825    0.0000 C   0  0  0     0  0  0  0  0  0;    2.7649    2.6429    0.0000 C   0  0  0     0  0  0  0  0  0;    3.5375   -0.2033    0.0000 N   0  0  0     0  3  0  0  0  0;    2.7649    0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;    3.5375   -0.9758    0.0000 C   0  0  0     0  0  0  0  0  0;    4.2287   -1.3825    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.5781   -1.0165    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.2693    0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.2693   -1.3825    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.9606   -0.2033    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  7  1  0  0  0  0;  2  8  1  0  0  0  0;  2  9  1  0  0  0  0;  3  4  1  0  0  0  0;  4 23  1  0  0  0  0;  5  6  1  0  0  0  0;  5 27  1  0  0  0  0;  5 28  1  0  0  0  0;  6 16  1  0  0  0  0;  7 10  2  0  0  0  0;  8 11  2  0  0  0  0;  8 12  1  0  0  0  0;  9 13  1  0  0  0  0; 10 11  1  0  0  0  0; 11 14  1  0  0  0  0; 12 15  1  0  0  0  0; 13 24  1  0  0  0  0; 14 16  1  0  0  0  0; 15 17  1  0  0  0  0; 17 18  1  0  0  0  0; 18 19  1  0  0  0  0; 18 20  1  0  0  0  0; 19 21  1  0  0  0  0; 20 22  1  0  0  0  0; 23 24  1  0  0  0  0; 23 25  1  0  0  0  0; 25 26  1  0  0  0  0; 27 29  1  0  0  0  0; 28 30  1  0  0  0  0;$$$$"	"2433317"	"Ethanamine, 2,2',2''-[1,2,3-benzenetriyltris(oxy)]tris[N,N-diethyl-"	"2.480"	"489.05557"	"405553"	"C24 H45 N3 O3"	"423.34554"	""	"96484"	"1"	"87.8"	"87.7"	"98.6"	"634"	"742"	""	""	"NoMSn"	"225.04346"	"False"	""	"63736"	" 45682"	" 30150"	" 96484"	" 38275"	" 68545"	"No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 128"	" 128"	" 128"	" 128"	" 128"
"17"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:55 2024 (hash=a5989af7); 23 25  0  0  0  0  0  0  0  0  0;    0.0811   -0.0811    0.0000 N   0  0  0     0  3  0  0  0  0;    0.4866   -0.7705    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4866    0.6083    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7299   -0.0811    0.0000 C   0  0  0     0  0  0  0  0  0;    1.2977   -0.7705    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7032   -0.0811    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7032   -1.5004    0.0000 C   0  0  0     0  0  0  0  0  0;    2.5142   -0.0811    0.0000 O   0  0  0     0  2  0  0  0  0;    1.2977    0.6083    0.0000 N   0  0  0     0  3  0  0  0  0;    1.7032    1.3382    0.0000 Si  0  0  0     0  4  0  0  0  0;    0.0811    1.3382    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.2166    0.5677    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.2166   -0.7299    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.9871    0.3244    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.9871   -0.4866    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.7981    0.3244    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.7981   -0.4866    0.0000 O   0  0  0     0  2  0  0  0  0;    1.0138    1.7437    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1087    2.0276    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4331    0.9327    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4193    2.4331    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8386    1.6221    0.0000 C   0  0  0     0  0  0  0  0  0;    2.5142    2.7170    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  2  5  2  0  0  0  0;  3 11  2  0  0  0  0;  3  9  1  0  0  0  0;  4 12  1  0  0  0  0;  4 13  1  0  0  0  0;  5  6  1  0  0  0  0;  5  7  1  0  0  0  0;  6  8  2  0  0  0  0;  6  9  1  0  0  0  0;  9 10  1  0  0  0  0; 10 18  1  0  0  0  0; 10 19  1  0  0  0  0; 10 20  1  0  0  0  0; 12 14  1  0  0  0  0; 13 15  1  0  0  0  0; 14 15  1  0  0  0  0; 14 16  1  0  0  0  0; 15 17  1  0  0  0  0; 16 17  1  0  0  0  0; 19 21  1  0  0  0  0; 19 22  1  0  0  0  0; 19 23  1  0  0  0  0;$$$$"	"1522940"	"1-(3,5-Anhydro-2-deoxypentofuranosyl)-5-methyl-2,4(1H,3H)-pyrimidinedione, TBDMS derivative"	"2.520"	"263.00415"	"253823"	"C16 H26 N2 O4 Si"	"338.16564"	""	"28230"	"1"	"90.4"	"95.4"	"99.6"	"611"	"613"	""	""	"NoMSn"	"263.00470"	"False"	""	"10886"	" 4960"	" 15849"	" 28230"	" 22059"	" 8370"	"No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 128"	" 128"	" 128"	" 128"	" 128"
"18"	""	"4196607"	"Peak@2.574"	"2.574"	"431.08563"	"699434"	""	""	""	"71555"	"1"	""	""	""	""	""	""	""	"NoMSn"	"431.08618"	"False"	""	"71555"	" 64927"	" 54363"	" 31229"	" 55176"	" 38988"	"Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 1"	" 128"	" 128"	" 128"	" 128"
"19"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:48 2024 (hash=86b87316); 23 24  0  0  0  0  0  0  0  0  0;   -0.6908    0.8127    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3816    1.2190    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8444   -1.2190    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8444   -0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.2190    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6908   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.1130    0.8127    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3816    2.0317    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7314    0.8127    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8038    1.2190    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1130   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1130    2.4381    0.0000 C   0  0  0     0  0  0  0  0  0;    3.5352   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1130   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8038    2.0317    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.9257   -0.0000    0.0000 F   0  0  0     0  1  0  0  0  0;   -1.3003   -0.0000    0.0000 F   0  0  0     0  1  0  0  0  0;   -2.1130   -0.8127    0.0000 F   0  0  0     0  1  0  0  0  0;   -3.4945    2.4381    0.0000 F   0  0  0     0  1  0  0  0  0;    1.4222   -0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1130    0.8127    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7314   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4222    1.2190    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  5  1  0  0  0  0;  1  6  2  0  0  0  0;  2  7  2  0  0  0  0;  2  8  1  0  0  0  0;  3  4  1  0  0  0  0;  4 13  1  0  0  0  0;  4 14  1  0  0  0  0;  5  9  1  0  0  0  0;  7 10  1  0  0  0  0;  7 11  1  0  0  0  0;  8 12  2  0  0  0  0;  9 23  2  0  0  0  0;  9 22  1  0  0  0  0; 10 15  2  0  0  0  0; 11 16  1  0  0  0  0; 11 17  1  0  0  0  0; 11 18  1  0  0  0  0; 12 15  1  0  0  0  0; 14 20  1  0  0  0  0; 14 21  2  0  0  0  0; 15 19  1  0  0  0  0; 20 22  2  0  0  0  0; 21 23  1  0  0  0  0;$$$$"	"7721824"	"4-Fluoro-2-trifluoromethylbenzoic acid, 4-isopropylphenyl ester"	"2.610"	"226.04185"	"1286971"	"C17 H14 F4 O2"	"326.09244"	""	"462642"	"1"	"65.1"	"35.5"	"0.0"	"546"	"751"	""	""	"NoMSn"	"269.99591"	"False"	""	"239414"	" 127873"	" 102732"	" 404959"	" 350123"	" 462642"	"No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 128"	" 128"	" 128"	" 128"	" 128"
"20"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:57 2024 (hash=5263b484); 11 10  0  0  0  0  0  0  0  0  0;    0.0000    1.2209    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6919    0.8139    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6919    0.8139    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4244    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6919   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.1163    0.8139    0.0000 O   0  0  0     0  2  0  0  0  0;    1.4244    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6919   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.8081    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1163    0.8139    0.0000 O   0  0  0     0  2  0  0  0  0;    2.8081    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  2  0  0  0  0;  3  7  1  0  0  0  0;  3  8  2  0  0  0  0;  4  6  1  0  0  0  0;  6  9  1  0  0  0  0;  7 10  1  0  0  0  0; 10 11  1  0  0  0  0;$$$$"	"9080980"	"Acetic acid, methoxy-, anhydride"	"2.628"	"59.99545"	"1513497"	"C6 H10 O5"	"162.05227"	""	"299568"	"1"	"89.6"	"85.6"	"95.0"	"768"	"891"	""	""	"NoMSn"	"60.04613"	"False"	""	"23576"	" 28093"	" 39661"	" 229194"	" 285504"	" 299568"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 1"
"21"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:57 2024 (hash=5263b484); 11 10  0  0  0  0  0  0  0  0  0;    0.0000    1.2209    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6919    0.8139    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6919    0.8139    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4244    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6919   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.1163    0.8139    0.0000 O   0  0  0     0  2  0  0  0  0;    1.4244    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6919   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.8081    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1163    0.8139    0.0000 O   0  0  0     0  2  0  0  0  0;    2.8081    1.2209    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  2  0  0  0  0;  3  7  1  0  0  0  0;  3  8  2  0  0  0  0;  4  6  1  0  0  0  0;  6  9  1  0  0  0  0;  7 10  1  0  0  0  0; 10 11  1  0  0  0  0;$$$$"	"5797820"	"Acetic acid, methoxy-, anhydride"	"2.632"	"399.00522"	"966303"	"C6 H10 O5"	"162.05227"	""	"324864"	"1"	"89.1"	"87.7"	"94.6"	"697"	"878"	""	""	"NoMSn"	"177.97519"	"False"	""	"162657"	" 324864"	" 90343"	" 145575"	" 177334"	" 127741"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"22"	""	"4237522"	"Peak@2.759"	"2.759"	"162.96971"	"706254"	""	""	""	"430270"	"1"	""	""	""	""	""	""	""	"NoMSn"	"458.97308"	"False"	""	"142487"	" 244994"	" 232102"	" 430270"	" 241103"	" 419804"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"23"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:41 2024 (hash=625c0ebd);  6  5  0  0  0  0  0  0  0  0  0;    0.3634    0.6057    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0902    1.0094    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3634   -0.2019    0.0000 C   0  0  0     0  0  0  0  0  0;    0.1615    1.3728    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3634    1.0094    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0498    0.6057    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  1  5  1  0  0  0  0;  5  6  1  0  0  0  0;$$$$"	"4153165"	"Amylene hydrate"	"3.307"	"73.06479"	"692194"	"C5 H12 O"	"88.08827"	""	"1257647"	"1"	"98.7"	"100.0"	"100.0"	"936"	"936"	""	""	"NoMSn"	"73.06534"	"False"	""	"677152"	" 828958"	" 650828"	" 1236433"	" 1215776"	" 1257647"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"24"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:23 2024 (hash=6447ccea);  5  4  0  0  0  0  0  0  0  0  0;    0.0402    0.5628    0.0000 Si  0  0  0     0  4  0  0  0  0;   -0.4020    1.2863    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7235    1.0049    0.0000 O   0  0  0     0  2  0  0  0  0;    0.4422   -0.0804    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6833    0.1608    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  1  4  1  0  0  0  0;  1  5  1  0  0  0  0;$$$$"	"189414608"	"Silanediol, dimethyl-"	"4.054"	"77.00535"	"31569101"	"C2 H8 O2 Si"	"92.02881"	""	"70569028"	"1"	"95.9"	"95.2"	"97.0"	"892"	"905"	""	""	"NoMSn"	"77.00590"	"False"	""	"62499177"	" 52408704"	" 54267751"	" 70569028"	" 58106921"	" 59278233"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"25"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:07:48 2024 (hash=1f8dc63b);  5  4  0  0  0  0  0  0  0  0  0;    0.3652    1.2174    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3652    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0551    0.8116    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3652   -0.0000    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.0551    1.2174    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  2  0  0  0  0;$$$$"	"3346827"	"Propanoic acid"	"4.142"	"74.03627"	"557804"	"C3 H6 O2"	"74.03623"	"74.03627"	"672129"	"1"	"93.9"	"97.4"	"97.7"	"749"	"754"	""	""	"NoMSn"	"74.03682"	"False"	""	"247413"	" 264663"	" 300843"	" 602126"	" 672129"	" 662970"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 1"
"26"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:07:44 2024 (hash=81c42cc7);  9  9  0  0  0  0  0  0  0  0  0;    0.3648    1.2161    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3243    0.8107    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3648    2.0268    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3243   -0.0405    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3243   -0.4864    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.0134   -0.4864    0.0000 O   0  0  0     0  2  0  0  0  0;    1.0539    2.4322    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0811   -1.2566    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.7296   -1.2566    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  7  1  0  0  0  0;  4  5  1  0  0  0  0;  4  6  1  0  0  0  0;  5  8  1  0  0  0  0;  6  9  1  0  0  0  0;  8  9  1  0  0  0  0;$$$$"	"4115714"	"1,3-Dioxolane, 2-butyl-"	"5.330"	"72.99451"	"685952"	"C7 H14 O2"	"130.09883"	""	"61898"	"1"	"93.2"	"96.0"	"95.9"	"739"	"759"	""	""	"NoMSn"	"87.04465"	"False"	""	"12328"	" 19645"	" 18614"	" 42664"	" 59880"	" 61898"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
