"GC EI Compounds ID"	"Name"	"Area Mean (Genuine)"	"Area Mean (Suspect)"	"New CD Table ID"	"New CD Table WorkflowID"
930	"Cyclopentane, 1,1,3,4-tetramethyl-, cis-"	2781630.33333333	3624756.33333333	930	239
931	"Cadina-1(10),6,8-triene"	4871820.66666667	8845685.66666667	931	239
932	"Undecane, 3,8-dimethyl-"	7140631.33333333	10360369.6666667	932	239
933	"1-(3-(2-Hydroxy-5-methylphenyl)-3-oxopropyl)pyrazole"	1185092.33333333	147996	933	239
934	"Peak@18.281"	1137646.33333333	158315.666666667	934	239
935	"Peak@18.285"	8175303.66666667	1081813.33333333	935	239
936	"Peak@18.285"	NA	994756.333333333	936	239
937	"1-Azahexane-2,3-dione, 1-(2'-acetylphenyl)-"	3857718.66666667	623014	937	239
938	"Guaiadiene, 6,9-"	1235762824.66667	158402802.666667	938	239
939	"Peak@18.292"	6003816.33333333	1406553.33333333	939	239
940	"Peak@18.294"	10646456	1066914	940	239
941	"Peak@18.295"	5636245	744611.333333333	941	239
942	"5-Hydroxy-N-stearoyltryptamine"	53000465.6666667	9605841.33333333	942	239
943	"Peak@18.296"	3404144.33333333	361387.666666667	943	239
944	"Peak@18.299"	9154076.66666667	1359642	944	239
945	"Peak@18.305"	6141373.66666667	1214429.33333333	945	239
946	"3-(Cyclopentyloxy)-4-methoxyaniline, N,N-diacetyl-"	195209.333333333	2757486.33333333	946	239
947	"10,11-Epoxycalamenene"	171296	3017655.66666667	947	239
948	"d-Proline, N-benzyloxycarbonyl-, dodecyl ester"	8745070	1189845.66666667	948	239
949	"Naphthalene, 1,2,4a,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-"	30916754	95145293.3333333	949	239
950	"Peak@18.368"	454778.666666667	623014	950	239
951	"1-Furan-2-ylmethyl-4-hydroxy-6-methyl-1H-pyridin-2-one"	237142.666666667	NA	951	239
952	"Cyclohexane, 1-ethyl-1,4-dimethyl-, trans-"	10953841.3333333	2149514.33333333	952	239
953	"3-(t-Octylamino)propionitrile"	1482825.33333333	1911090.33333333	953	239
954	"Heptane, 3-methylene-"	761392.666666667	1054913.66666667	954	239
955	"Undecane, 4,7-dimethyl-"	11296615.6666667	12597741.6666667	955	239
956	"Pyrrol-2(5H)-one, 4-acetyl-3-hydroxy-5-(3-nitrophenyl)-1-[2-(1-piperazinyl)ethyl]-"	949428	1459927	956	239
957	"Peak@18.434"	38098883	1388038	957	239
958	"(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane"	153637029	4607201.33333333	958	239
959	"Peak@18.449"	7166232.33333333	631387.333333333	959	239
960	"Methacrylic acid, 3-ethylphenyl ester"	5177668.66666667	2236684.33333333	960	239
961	"Peak@18.449"	4751225	434530.333333333	961	239
962	"Phthalimide, TMS derivative"	41078182	680773.333333333	962	239
963	"(1R,2S,6S,7S,8S)-8-Isopropyl-1-methyl-3-methylenetricyclo[4.4.0.02,7]decane-rel-"	878122287.666667	8917782.33333333	963	239
964	"2,4-Di-tert-butylphenol"	67432353	57120554.6666667	964	239
965	"3-Buten-2-one, 4-hydroxy-4-phenyl-"	1838681.33333333	1470768	965	239
966	"dl-2-Benzylaminooctanol"	3158739.66666667	1059711.33333333	966	239
967	"syn-Tricyclo[5.1.0.0(2,4)]oct-5-ene, 3,3,5,6,8,8-hexamethyl-"	125128371.333333	20704425	967	239
968	"1R,4R,7R,11R-1,3,4,7-Tetramethyltricyclo[5.3.1.0(4,11)]undec-2-ene"	40308900	NA	968	239
969	"Peak@18.595"	2168366.33333333	389423	969	239
970	"Benzenecarbothioic acid, 2,4,6-triethyl-, S-(2-phenylethyl) ester"	5172541.33333333	1790053.66666667	970	239
971	"Peak@18.604"	1041291.66666667	472655	971	239
972	"Succinic acid, 3-methylbut-2-yl 3-phenylpropyl ester"	1675112	111030	972	239
973	"6-Isobutyl-4-methyl-5,6-dihydro-pyridine-2-carbonitrile"	5315911	6652085.66666667	973	239
974	"Pyridinium, 1-[(ethoxycarbonyl)amino]-, hydroxide, inner salt"	5315911	6652085.66666667	974	239
975	"Ionol acetate,beta-(E)-"	280065558	36676923.6666667	975	239
976	"5-[(Z)-Nonadec-12-enyl]resorcinol"	13371717.6666667	4057638.33333333	976	239
977	"2,6-Dimethyl-L-tyrosine, 2TMS"	12133553.6666667	3286087.33333333	977	239
978	"Ethyl 4-methoxy-3,5-dimethylbenzoate"	2039604.66666667	507464.666666667	978	239
979	"Carbofuran 3-ethoxy"	NA	1333790.66666667	979	239
980	"1,3-Benzenediol, o-butoxycarbonyl-O-(4-butylbenzoyl)-"	41191887.3333333	8904609.33333333	980	239
981	"(1R,4R,4aS,8aR)-4,7-Dimethyl-1-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,8a-octahydronaphthalene"	127438304.333333	13226840.6666667	981	239
982	"1,2-Benzenediol, O-(3-cyclopentylpropionyl)-O'-(2-furoyl)-"	NA	NA	982	239
983	"Peak@18.678"	2949124.66666667	NA	983	239
984	"Peak@18.678"	1100576.33333333	289302.666666667	984	239
985	"(3-Aminopropyl)(benzyl)amine, N,N'-diacetyl-"	932372	91446.3333333333	985	239
986	"Peak@18.717"	48705021.3333333	NA	986	239
987	"Bicyclosesquiphellandrene"	561959854	103121315.333333	987	239
988	"Cyclopropane, (R,R)-1-((Z),(Z)-hexa-1',3'-dienyl)-2-ethenyl-"	659200042	14420262	988	239
989	"4-Ethylbenzoic acid, 4-nitrophenyl ester"	659200042	14420262	989	239
990	"benzoic acid, 4-ethenyl-, 4-[[(methylsulfonyl)amino]methyl]phenyl ester"	20316504.6666667	2211402.66666667	990	239
991	"1,5-Hexadiene, 3-methyl-"	20685495.3333333	3782721.33333333	991	239
992	"Methyl hippurate, N-heptafluorobutyryl-"	49542329.6666667	7909952.33333333	992	239
993	"Cyclopropene, 2,3-dimethyl-3-phenyl-"	24347164	4648482.66666667	993	239
994	"2,4-Dioxabicyclo[4.4.0]decan-5-one, 3-isobutyl-7-methyl-, (1R,3S,6R)"	10541989	3069401.66666667	994	239
995	"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-"	12020969.3333333	11887529.3333333	995	239
996	"2,5-dimethyl-4-(1-pyrrolidinyl)-3(2H)-furanone"	747425.333333333	863715.666666667	996	239
997	"Peak@18.795"	16085299	8689178	997	239
998	"Peak@18.795"	21775828.3333333	6341292	998	239
999	"1,2-ethanedione, 1,2-bis[4-(dimethylamino)-2-methylphenyl]-"	52791532.3333333	18960744	999	239
1000	"3-Amino-2-hydroxy-3-phenylbutyramide"	12078686.6666667	5514845.33333333	1000	239
1001	"Peak@18.797"	8353514.33333333	3559265.33333333	1001	239
1002	"Peak@18.798"	193036739.333333	86166782.3333333	1002	239
1003	"Peak@18.799"	40304988.6666667	24186800	1003	239
1004	"1R,3Z,9S-4,11,11-Trimethyl-8-methylenebicyclo[7.2.0]undec-3-ene"	2670323733.66667	1151277768.33333	1004	239
1005	"Cadina-1(6),4-diene,t rans-"	9127380.33333333	38840224.3333333	1005	239
1006	"Acetaldehyde, methyl(2-propynyl)hydrazone"	456765.333333333	289882	1006	239
1007	"Bicyclo[2.2.1]heptane-2-carboxaldehyde, exo-"	402620.666666667	294843.333333333	1007	239
1008	"1-Methyl-3-(2-allyl-pent-4-enoyl)-urea"	28779701.6666667	21229862.3333333	1008	239
1009	"p-tert.-Butylcatechol"	NA	454009.333333333	1009	239
1010	"2,6-Dimethyl-L-tyrosine, 2TMS"	2897379	5098109.66666667	1010	239
1011	"1-(2,4-Dinitro-phenyl)-1,4-dihydro-tetrazol-5-one"	341981.666666667	473167	1011	239
1012	"Uracil, 5-[(2-hydroxy)hexafluoroisopropyl]-"	NA	388417.666666667	1012	239
1013	"Peak@18.992"	565673.333333333	620405.666666667	1013	239
1014	"3-Butoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane"	45985505	34940345.3333333	1014	239
1015	"Peak@19.006"	9472142	1991380.33333333	1015	239
1016	"Peak@19.006"	8530891.66666667	6638079.66666667	1016	239
1017	"isoledene"	1390225246.33333	240873363.333333	1017	239
1018	"Benzoic acid, 2,4,6-trimethyl-, 2,4,6-trimethylphenyl ester"	13449120.3333333	2119708	1018	239
1019	"Peak@19.015"	6878806	1217972.66666667	1019	239
1020	"Peak@19.015"	7685045	1176435	1020	239
1021	"trans-1,4-Cyclohexanedimethanol, bis(trifluoroacetate)"	7204175.66666667	1207498	1021	239
1022	"Diisopropyl-silyloxybenzene"	3537625.66666667	679967	1022	239
1023	"β-Hydroxyethyltheophylline tert-butyldimethylsilyl ether"	475193.666666667	694011.333333333	1023	239
1024	"Ginsenol"	24960773	4758020	1024	239
1025	"N-[(1,2-Dimethyl-1H-indol-5-yl)methyl]-2-methyl-3-nitrobenzamide, TMS"	823163.666666667	484943.666666667	1025	239
1026	"trans-Calamenene"	464046363.666667	328452379	1026	239
1027	"Decane, 4-methyl-"	1968618.33333333	716240	1027	239
1028	"3-Hydroxy-2-(pyrrolidinomethyl)pyridine"	2546860.33333333	NA	1028	239
1029	"Benzenamine, 4-butyl-2-methyl-"	10167895.6666667	1158652.33333333	1029	239
1030	"Peak@19.116"	9931508.33333333	1241180.66666667	1030	239
1031	"Peak@19.116"	3620006.33333333	NA	1031	239
1032	"Isocyanate, 4-pyridinyl"	24528837.6666667	3204879.33333333	1032	239
1033	"isoledene"	1650261500.66667	181215005	1033	239
1034	"N-[4-(Morpholin-4-ylazo)phenyl]acetamide"	143588308	16683825.6666667	1034	239
1035	"Peak@19.120"	17352744.3333333	4079245.66666667	1035	239
1036	"3-((1H-Imidazol-1-yl)methyl)-1H-indole"	6360103	1957327.33333333	1036	239
1037	"Cadina-1(10),6,8-triene"	998922	62146.6666666667	1037	239
1038	"Epizonarene"	18602982.3333333	2450058.33333333	1038	239
1039	"2'-Hydroxy-4'-methoxyacetophenone, isopropyl ether"	9045251.66666667	5566955.66666667	1039	239
1040	"Heptane, 4-ethyl-"	559103.666666667	1114041	1040	239
1041	"Hexanoic acid, 2-ethyl-, anhydride"	615639	308091	1041	239
1042	"2,6-Dimethyl-L-tyrosine, 2TMS"	3390755.66666667	426964.666666667	1042	239
1043	"α-Dehydro-ar-himachalene"	2549104	3614222.66666667	1043	239
1044	"1-Acetyl-3-amino-4-cyano-3-pyrroline"	491737.333333333	521564.333333333	1044	239
1045	"Peak@19.336"	261020	652539.333333333	1045	239
1046	"Peak@19.347"	738053	389547.666666667	1046	239
1047	"3-Chloro-2-fluorobenzoic acid, 3-methylbutyl-2 ester"	NA	30217.3333333333	1047	239
1048	"Peak@19.349"	378344.666666667	83673.3333333333	1048	239
1049	"(5-Fluoro-2-methyl-1H-indol-3-yl)acetic acid, TMS"	334760.666666667	476167	1049	239
1050	"(1S,4S,4aS)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5-hexahydronaphthalene"	118424584	6057220.66666667	1050	239
1051	"1-Benzofuran-7-amine"	118364	NA	1051	239
1052	"3-(Benzyloxy)-N-[(3-ethylisoxazol-5-yl)methyl]-4-methoxybenzamide"	NA	521247	1052	239
1053	"Humulene"	111021278.666667	21698485.3333333	1053	239
1054	"Peak@19.397"	389363.666666667	124542.666666667	1054	239
1055	"Pilocarpine"	184163.333333333	NA	1055	239
1056	"4'-Hydroxy-3'-methoxyacetophenone, isopropyl ether"	1239681.66666667	937374.333333333	1056	239
1057	"1,7-Dimethyl-4-(1-methylethyl)cyclodecane"	2250762.66666667	1774159.66666667	1057	239
1058	"Pentane, 3-ethyl-2-methyl-"	482001.666666667	569207.666666667	1058	239
1059	"Octane, 2,5,6-trimethyl-"	1822358	2217475	1059	239
1060	"2-Undecene, 4,5-dimethyl-, [R*,R*-(E)]-"	1822358	2217475	1060	239
1061	"α-Calacorene"	52610334	41133952	1061	239
1062	"N-{5-[(Dimethylamino)sulfonyl]-2-methylphenyl}-2-quinolinecarboxamide, N-methyl-"	1195951.66666667	390609.666666667	1062	239
1063	"Acetoxy-1-phenylcyclopentancarboxylic acid"	1182298.33333333	294047	1063	239
1064	"Naphthalene, 1,2,4a,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, [1S-(1α,4aβ,8aα)]-"	149299259.333333	15404371.3333333	1064	239
1065	"1,4-Diazabicyclo[4.3.0]nonan-2,5-dione, N-acetyl-"	1290066.33333333	1949812.33333333	1065	239
1066	"Oxalic acid, 6-ethyloct-3-yl ethyl ester"	1737790	2105124	1066	239
1067	"Oxalic acid, allyl octadecyl ester"	1737790	2105124	1067	239
1068	"trans-Calamenene"	356502	NA	1068	239
1069	"Silicic acid, tetrakis(1-methylethyl) ester"	150522.666666667	3049	1069	239
1070	"3-Hexen-1-ol, benzoate, (Z)-"	331277	368849.666666667	1070	239
1071	"5-Chloro-1H-indazole-3-carboxylic acid, 2TMS derivative"	999784	1067029.66666667	1071	239
1072	"benzamide, N-[4-(2-oxo-2H-1-benzopyran-3-yl)phenyl]-"	2001137.33333333	2158459.66666667	1072	239
1073	"3-Hexen-1-ol, benzoate, (Z)-"	882278	1300116.66666667	1073	239
1074	"3-(2-Propenyl)cyclopentene"	190843	204645	1074	239
1075	"Peak@19.664"	8908892	2519802.33333333	1075	239
1076	"Peak@19.668"	625527	316712.333333333	1076	239
1077	"2-Amino-6-methylphenol, N,O-bis-acetyl"	1613302.33333333	2133089.66666667	1077	239
1078	"Hexanamide, N-ethyl-N-(3-methylphenyl)-6-chloro-"	218549	285208.333333333	1078	239
1079	"Peak@19.675"	1557279	1228043.33333333	1079	239
1080	"3-Cyclohexen-1-one, 2,5,5-trimethyl-"	1818465.66666667	798642.666666667	1080	239
1081	"Benzoic acid, 4-tert-butyl, oct-3-en-2-yl ester"	NA	367664.666666667	1081	239
1082	"5H-dibenzo[a,d]cyclohepten-5-ol, 5-(1,1-dimethylethyl)-"	1118173.66666667	145170	1082	239
1083	"2-(2,6-Dimethylphenoxy)acetohydrazide, N,N'-diacetyl-"	21263514.6666667	415096.333333333	1083	239
1084	"3-Decene, 2,2-dimethyl-, (E)-"	5629805	8259160.33333333	1084	239
1085	"4-Isopropyl-6-methyl-1-methylene-1,2,3,4-tetrahydronaphthalene"	21263514.6666667	3067030.66666667	1085	239
1086	"Peak@19.895"	31049.6666666667	1282217	1086	239
1087	"6-Methyl-2-(piperidin-1-ylmethyl)-4-pyrimidinylamine"	379806	81065	1087	239
1088	"Peak@20.007"	620666.666666667	1186067.66666667	1088	239
1089	"1,7-Dimethyl-4-(1-methylethyl)cyclodecane"	2127514	3995802	1089	239
1090	"Acetamide, N-benzyl-2-[(4-fluorobenzenesulfonyl)(methyl)amino]-"	263478.666666667	172421.333333333	1090	239
1091	"1-(1,3-Dimethyl-buta-1,3-dienyl)-3,7,7-trimethyl-2-oxa-bicyclo[3.2.0]hept-3-ene"	2008794.33333333	9704644.66666667	1091	239
1092	"L-Phenylalanine, N-[(1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)acetyl]-"	417919	811420	1092	239
1093	"Peak@20.059"	468049.333333333	NA	1093	239
1094	"Peak@20.066"	304220	321246.666666667	1094	239
1095	"Octane, 2,7-dimethyl-"	70788.3333333333	145584	1095	239
1096	"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-"	NA	300699	1096	239
1097	"Peak@20.122"	304424	287580.333333333	1097	239
1098	"Cyclobutanecarboxylic acid, 3,5-dimethylphenyl ester"	7766094.33333333	3705519.66666667	1098	239
1099	"Peak@20.181"	7766094.33333333	3705519.66666667	1099	239
1100	"2-Phenyl-3-methyl-pyrrolo(2,3-b)pyrazine"	145720.666666667	991523	1100	239
1101	"Peak@20.189"	3589869	5213679	1101	239
1102	"Peak@20.191"	NA	4719407.33333333	1102	239
1103	"(-)-Spathulenol"	81475387.6666667	187263529	1103	239
1104	"Peak@20.194"	2752737	1820283.33333333	1104	239
1105	"Copaen-4-alpha-ol,beta-"	3505955.66666667	6363343.33333333	1105	239
1106	"Peak@20.203"	1436824	1701356.66666667	1106	239
1107	"Benzamide, 4-methoxy-N-butyl-N-isobutyl-"	1152259	1581006.66666667	1107	239
1108	"Peak@20.214"	2445182.66666667	3400323.66666667	1108	239
1109	"Peak@20.214"	1330098	381438.333333333	1109	239
1110	"trans-Rubemamine, N-methyl"	3841161.66666667	286483	1110	239
1111	"Cyclohexene, 1-methyl-3-vinyloxy-"	3237911.66666667	56142027.6666667	1111	239
1112	"Bicyclo[2.2.1]heptane, 2-(1-methylpropyl)-"	2326234	51257551.6666667	1112	239
1113	"1H-Indene, 2,3,3a,4-tetrahydro-3,3a,6-trimethyl-1-(1-methylethyl)-"	7599229.66666667	103934092.666667	1113	239
1114	"Panaginsene"	953102.666666667	6076143.66666667	1114	239
1115	"Peak@20.355"	2204428.33333333	6371825.66666667	1115	239
1116	"4-[2-(2-Pyridinylcarbonyl)carbonohydrazonoyl]phenyl 2-chlorobenzoate"	871483.666666667	2685968	1116	239
1117	"Peak@20.358"	3271753.66666667	8066579.33333333	1117	239
1118	"Peak@20.360"	2949469.66666667	7103145	1118	239
1119	"Peak@20.360"	572795	1309301.33333333	1119	239
1120	"Peak@20.360"	362680.666666667	1124533.66666667	1120	239
1121	"Peak@20.362"	4580908.33333333	13005495	1121	239
1122	"(1aR,3aR,4R,7R,8aS)-1a,4,9,9-Tetramethyloctahydro-3a,7-methanoazuleno[1,8a-b]oxirene"	15131035.3333333	47088266	1122	239
1123	"4-Acetylpyrimidine"	3194521.33333333	9896591.66666667	1123	239
1124	"Aromadendrene epoxide, allo-"	151563090	448019258	1124	239
1125	"Pyridine, 1-ethyl-1,2,3,6-tetrahydro-"	4580908.33333333	13005495	1125	239
1126	"Peak@20.369"	1165151	3055085.33333333	1126	239
1127	"(2E)-3,4,7-Trimethylocta-2,6-dien-1-ol, acetate"	572795	1309301.33333333	1127	239
1128	"Panaginsene"	NA	NA	1128	239
1129	"2-Propanol, 1-[4-(1,1-dimethylethyl)phenoxy]-"	8383148	4655.66666666667	1129	239
1130	"Cyclohexene,3-(2-propenyl)-"	433290	466770.333333333	1130	239
1131	"Salvial-4(14)-en-1-one"	34898215	22500653	1131	239
1132	"Peak@20.513"	377995	1423299.33333333	1132	239
1133	"2-pyrrolidinone, 1-(4-hydroxyphenyl)-"	885783.666666667	923999	1133	239
1134	"Phthalic acid, hexyl 2-trifluoromethylbenzyl ester"	3167744	5314581.66666667	1134	239
1135	"Benzhydrazide, N2-(1-benzyl-4-piperidylidene)-2-fluoro-"	881510.333333333	2487250.33333333	1135	239
1136	"(E)-2-((8R,8aS)-8,8a-Dimethyl-3,4,6,7,8,8a-hexahydronaphthalen-2(1H)-ylidene)propyl acetate"	2194955	NA	1136	239
1137	"2-Butylbenzofuran"	881510.333333333	2487250.33333333	1137	239
1138	"(2R,8R,8aS)-8,8a-Dimethyl-2-(prop-1-en-2-yl)-1,2,3,7,8,8a-hexahydronaphthalene"	9157016.66666667	8139966	1138	239
1139	"Trimethylsilyl 3-(1H-benzimidazol-2-yl)propanoate"	624645	1572836.33333333	1139	239
1140	"1-(3-Methylbutyl)-2,3,4,6-tetramethylbenzene"	2059482.66666667	1984897.33333333	1140	239
1141	"Peak@20.564"	801355.666666667	1012457	1141	239
1142	"Peak@20.565"	854290.333333333	1848463	1142	239
1143	"Peak@20.566"	772734.666666667	632923	1143	239
1144	"Pyrrolidine-2,5-dione, 1-(4-fluorophenyl)-3-[4-(2-oxopyrrolidin-1-yl)benzylamino]-"	7970309.33333333	4844749.66666667	1144	239
1145	"5-Azulenemethanol, 1,2,3,4,5,6,7,8-octahydro-α,α,3,8-tetramethyl-, acetate, [3S-(3α,5α,8α)]-"	18575771.6666667	14611723.3333333	1145	239
1146	"Ethylene glycol - Adipate - Diethylene glycol"	3047419	1355691.33333333	1146	239
1147	"Peak@20.578"	1771667	3864870.66666667	1147	239
1148	"Methyl 5-[(4-fluorophenoxy)methyl]furan-2-carboxylate"	519564.333333333	189194.333333333	1148	239
1149	"Benzaldehyde dibutyl acetal"	162912.333333333	455366	1149	239
1150	"Undecane, 4,7-dimethyl-"	754249.333333333	1436720	1150	239
1151	"Tripentyl orthoformate"	754249.333333333	1436720	1151	239
1152	"1-tert-Butyl-2-(prop-2-en-1-yl)benzene"	66514.6666666667	87967.3333333333	1152	239
1153	"3-Buten-2-one, 4-(6,6-dimethyl-1-cyclohexen-1-yl)-"	720029.333333333	742104.666666667	1153	239
1154	"2-Propanol, 1-[4-(1,1-dimethylethyl)phenoxy]-"	3083939.66666667	NA	1154	239
1155	"Acetamide, 2-(4-cyclohexylphenoxy)-N-(6-methyl-2-pyridyl)-"	229922.333333333	817233.666666667	1155	239
1156	"(3bR,4S,7aS)-7,7,8,8-Tetramethyloctahydro-2,3b-methanocyclopenta[1,3]cyclopropa[1,2]benzen-4-ol"	13442286.3333333	8441526	1156	239
1157	"Succinic acid, 2-chloro-6-fluorophenyl phenethyl ester"	816823.333333333	573078	1157	239
1158	"Peak@20.789"	124436.333333333	325302	1158	239
1159	"4-Ethylbenzoic acid, tridec-2-ynyl ester"	184870.666666667	44016.3333333333	1159	239
1160	"Peak@20.807"	1015552.66666667	260377.333333333	1160	239
1161	"4aH-Cycloprop[e]azulen-4a-ol, decahydro-1,1,4,7-tetramethyl-, [1aR-(1aα,4β,4aβ,7α,7aβ,7bα)]-"	1598053.66666667	947749	1161	239
1162	"Peak@20.811"	1033430	829467.333333333	1162	239
1163	"1,3-dioxane-5,5-dimethanol, 2-hexyl-"	2788154.33333333	791136.333333333	1163	239
1164	"1,2-Diazaspiro[4.4]nonen-3-carboxylic acid, 6,6,9,9-tetramethyl-, methyl ester"	901666.333333333	677750	1164	239
1165	"3-Methyl-2-(3,7,11-trimethyldodecyl) furan"	2702637.33333333	2273553.66666667	1165	239
1166	"4-Amino-2-methyl-N-[(5-methylfuran-2-yl)methyl]pyrazole-3-carboxamide"	520701.666666667	322745.666666667	1166	239
1167	"(1R,3E,7E,11R)-1,5,5,8-Tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene"	14915907.6666667	17427377.3333333	1167	239
1168	"4-{[4-(Hexyloxy)benzoyl]oxy}benzoic acid, O-methyl-"	668342.666666667	829820	1168	239
1169	"Benzeneethanamine, N-[2-(3,4-dimethoxyphenyl)ethyl]-3,4-dimethoxy-N-methyl-"	1784222.33333333	NA	1169	239
1170	"Bis(4-ethoxycarbonylphenylamino)methane"	216689.333333333	299273.666666667	1170	239
1171	"1,2,3,4-Tetrahydrofluorene"	1009472	577561	1171	239
1172	"α-Corocalene"	3934076.66666667	2832705.33333333	1172	239
1173	"2-(Hydroxymethyl)-4-tert-butylphenol dimethyl ether"	17507076.6666667	NA	1173	239
1174	"8-Acetyl-7-hydroxycoumarin, trimethylacetate"	277349.333333333	749335.666666667	1174	239
1175	"3-Methylbenzyl alcohol, TBDMS derivative"	725227	1046532.33333333	1175	239
1176	"4a(2H)-Naphthalenol, 1,3,4,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,4R,4aS,8aR)-"	3995022.33333333	23055966.3333333	1176	239
1177	"Benzoic acid, hept-2-yl ester"	3721274.33333333	NA	1177	239
1178	"4-Methyl-3-[2-(4-methylphenylthio)ethyl]sydnone"	296624.333333333	816819	1178	239
1179	"8,8,9-Trimethyl-deca-3,5-diene-2,7-dione"	13521834	591589	1179	239
1180	"4,4'-bi-4H-pyran, 2,2',4,4',6,6'-hexamethyl-"	1508700.66666667	940311.666666667	1180	239
1181	"Muurola-4,10(14)-dien-1β-ol"	5448445.66666667	3668327.66666667	1181	239
1182	"2,2-Dimethylpropionic acid, 3-(6-aminopurin-9-ylmethoxy)-5-hydroxypentyl ester"	617804	3674756.66666667	1182	239
1183	"1,2-Benzenediol, O,O'-di(4-butylbenzoyl)-"	803305.666666667	909700	1183	239
1184	"Benzenesulfonamide, N-(bicyclo[2.2.1]hept-5-en-2-ylmethyl)-4-(5-oxo-3-pyrrolidinyl)-"	193588	NA	1184	239
1185	"Peak@21.197"	470809.333333333	8884	1185	239
1186	"2-(Hydroxymethyl)-4-tert-butylphenol dimethyl ether"	13271732.3333333	479364.666666667	1186	239
1187	"4,7-Methanoazulene, 1,2,3,4,5,6,7,8-octahydro-1,4,9,9-tetramethyl-, [1S-(1α,4α,7α)]-"	960521.666666667	1723565.33333333	1187	239
1188	"4-Ethylbenzoic acid, tridec-2-ynyl ester"	256325.666666667	149448.666666667	1188	239
1189	"4-Butylbenzoic acid, 3-pentyl ester"	2052076.33333333	987060.333333333	1189	239
1190	"4'-Hydroxypalmitophenone"	754479.666666667	2364271.66666667	1190	239
1191	"Peak@21.337"	513153.666666667	1478989	1191	239
1192	"2,3-Di(2-pyridyl)-2,3-butanediol"	657174	935410	1192	239
1193	"Peak@21.341"	579451	1079192.33333333	1193	239
1194	"Peak@21.348"	3612486	2743764.33333333	1194	239
1195	"N-Arachidoyl-5-hydroxytryptamine"	4309383.66666667	18142194.3333333	1195	239
1196	"1,1-Diethyl-1,2,3,4-tetrahydronaphthalene"	4309383.66666667	18142194.3333333	1196	239
1197	"Peak@21.355"	2879186.66666667	8962061.66666667	1197	239
1198	"Tripropylene glycol monomethyl ether"	1041942.66666667	1846309	1198	239
1199	"2-Hydroxy-6-methyl-pyrido[1,2-a]pyrimidin-4-one"	2589974.33333333	6079920.33333333	1199	239
1200	"5-Azulenemethanol, 1,2,3,4,5,6,7,8-octahydro-α,α,3,8-tetramethyl-, acetate, [3S-(3α,5α,8α)]-"	71326810.6666667	262738232	1200	239
1201	"Tricyclo[4.3.1.1(3,8)]undecan-1-ol"	306290.666666667	741603	1201	239
1202	"1,2-Benzenediol, O,O'-di(4-butylbenzoyl)-"	1158667	2460091	1202	239
1203	"Peak@21.499"	333578.666666667	NA	1203	239
1204	"Peak@21.510"	3449818.66666667	4751259.33333333	1204	239
1205	"(1S,4S)-4-Isopropyl-1,6-dimethyl-1,2,3,4-tetrahydronaphthalen-1-ol"	5763795.33333333	2194369.33333333	1205	239
1206	"Pyridine, 3,5-dichloro-4-methoxy-2,6-dimethyl-"	1227667	563189.666666667	1206	239
1207	"4-Ethylbenzoic acid, 2-methoxyethyl ester"	431363	942397.333333333	1207	239
1208	".tau.-Cadinol"	15915598.3333333	10777653.3333333	1208	239
1209	"Benzamide, 2,3,4-trifluoro-N-methyl-N-(2-ethylhexyl)-"	NA	6312817.66666667	1209	239
1210	"Peak@21.629"	1928918	1328186	1210	239
1211	"1-(4-Cyclohexylphenyl)propan-1-one"	493844	1179266	1211	239
1212	"2-(4a,8-Dimethyl-1,2,3,4,4a,5,6,7-octahydro-naphthalen-2-yl)-prop-2-en-1-ol"	9362711.33333333	11290179	1212	239
1213	"Peak@21.690"	2605468.66666667	2213175.66666667	1213	239
1214	"1,2-Benzenediol, O,O'-di(4-butylbenzoyl)-"	1928918	1572320.66666667	1214	239
1215	"l-Alanine, N-(4-butylbenzoyl)-, isobutyl ester"	4837665	NA	1215	239
1216	"Glycyl-l-phenylalanine, N-isobutoxycarbonyl-, isobutyl ester"	NA	3288386	1216	239
1217	"(1R,4S)-4-Isopropyl-1,6-dimethyl-1,2,3,4-tetrahydronaphthalen-1-ol"	1967198.66666667	823234.333333333	1217	239
1218	"Peak@21.927"	449911.666666667	892910.333333333	1218	239
1219	"2,3,4-Trifluorobenzoic acid, cyclobutyl ester"	2600331.66666667	6186772.66666667	1219	239
1220	"2-(4a,8-Dimethyl-1,2,3,4,4a,5,6,7-octahydro-naphthalen-2-yl)-prop-2-en-1-ol"	2600331.66666667	6186772.66666667	1220	239
